name,outer,inner,N,nnz,coo_sd,coo_mflops,coo_sum,coo_l1,coo_l2,coo_l3,coo_bp,csr_sd,csr_mflops,csr_sum,csr_l1,csr_l2,csr_l3,csr_bp,dia_sd,dia_mflops,dia_sum,dia_l1,dia_l2,dia_l3,dia_bp,ell_sd,ell_mflops,ell_sum,ell_l1,ell_l2,ell_l3,ell_bp
lhr14c,30,500,14270,307858,183.540100,1005.28,57926,1002559887,56986248,716,0,467.450573,2560.27,57926,658289815,43356508,569,0,-1,-1,-1,-1,-1,-1,-1,150.408406,823.805,3449,2974611294,208173171,255519,0
lhr07,30,500,7337,154660,184.737580,1011.83,4215,503272009,29399498,296,0,449.747243,2463.25,4215,327977256,21554464,56,1,-1,-1,-1,-1,-1,-1,-1,149.180951,817.077,1416,1537147340,59085609,1881,0
lhr10,30,500,10672,228395,184.274380,1009.3,5757,743265508,42930384,280,0,448.347761,2455.61,5757,484562964,31790392,210,1,-1,-1,-1,-1,-1,-1,-1,150.469085,824.142,55559,2233317252,113285301,1031559,0
lhr17c,30,500,17576,381975,183.473136,1004.92,41568,1244791601,69963105,1291,0,468.082835,2563.72,41568,816444995,53377924,936,0,-1,-1,-1,-1,-1,-1,-1,146.965128,804.954,38335,3646050959,471566673,18435471,0
lhr71c,30,1,70304,1528092,173.094755,947.213,35756,9747158,2648234,431354,0,423.261101,2315.88,35756,6582900,1887621,229729,0,-1,-1,-1,-1,-1,-1,-1,129.486141,708.308,28437,29006241,12032269,895668,0
lhr11c,30,500,10964,233741,183.817022,1006.79,59831,759447235,44365464,921,0,471.690593,2583.46,59831,498085554,30979817,273,0,-1,-1,-1,-1,-1,-1,-1,151.045875,827.305,58272,2287257856,122733618,5056,0
lhr11,30,500,10964,231806,184.031214,1007.97,57287,754556279,43639088,383,0,450.065699,2465.07,57287,490668469,30212367,285,1,-1,-1,-1,-1,-1,-1,-1,149.235881,817.392,54690,2291759014,136743317,12040,0
lhr07c,30,500,7337,156508,184.152950,1008.63,35694,508313464,29485871,124,0,471.902917,2584.61,35694,333678482,20668991,67,0,-1,-1,-1,-1,-1,-1,-1,150.989000,826.98,27045,1532549663,54676822,1497,0
lhr01,30,10000,1477,18427,203.265259,1112.8,44155,1232357701,52227754,214,0,435.853231,2378.19,44155,833471537,17590854,33,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lhr34c,30,500,35152,764014,181.712612,995.278,14175,2477302807,171147960,12257211,0,466.893147,2557.27,14175,1629580602,116069555,1380339,0,-1,-1,-1,-1,-1,-1,-1,131.818068,721.994,56879,7221994487,2735172140,196548170,0
lhr17,30,500,17576,379761,183.674382,1006.02,57383,1235391543,70217494,2690,0,446.668961,2446.48,57383,803726096,50199479,1173,1,-1,-1,-1,-1,-1,-1,-1,146.560835,802.735,24010,3651725667,438673915,18528507,0
lhr04,30,1000,4101,81057,185.547114,1016.2,11369,529070397,31330108,86,0,445.294845,2437.52,11369,344489477,21296178,51,1,-1,-1,-1,-1,-1,-1,-1,142.158738,778.628,35370,1721548277,54789703,169,0
lhr10c,30,500,10672,232633,183.571826,1005.33,24437,755804905,43494392,1401,0,471.907820,2584.68,24437,496614665,29978320,282,0,-1,-1,-1,-1,-1,-1,-1,152.807257,836.954,61026,2223746579,150288553,238417,0
lhr71,30,1,70304,1494006,174.047985,953.256,17974,9545054,2551829,406676,0,401.274977,2197.07,17974,6425077,1687337,212454,1,-1,-1,-1,-1,-1,-1,-1,127.308332,697.281,28719,29068242,11812756,918251,0
lhr14,30,500,14270,305750,183.938345,1007.47,19545,996026056,57560294,977,0,446.970019,2448.11,19545,647380285,41213033,631,1,-1,-1,-1,-1,-1,-1,-1,147.922542,810.2,39484,2976292593,239594533,4992701,0
lhr02,30,5000,2954,36875,199.979877,1095.11,28899,1111056344,62018876,88,0,437.422442,2386.01,28899,790474967,49657524,182,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk11,30,1,87804,5217912,166.355363,911.155,58425,34823581,9602759,1571756,0,400.941961,2195.27,58425,22975045,8298712,1299653,1,-1,-1,-1,-1,-1,-1,-1,170.334845,932.875,58425,73566930,28591638,2186869,0
pkustk09,30,1,33960,1583640,177.434608,971.817,17682,10306489,2749667,408210,0,425.451546,2329.05,17682,6862584,1858764,223940,1,-1,-1,-1,-1,-1,-1,-1,211.357435,1155.96,17172,18256351,6850210,523475,0
pkustk08,30,1,22209,3226671,155.214280,849.84,52365,22099249,5203513,934721,0,408.993928,2239.53,52365,14565496,4791501,758574,0,-1,-1,-1,-1,-1,-1,-1,207.356569,1135.4,52365,41912934,14118401,1215141,0
pkustk07,30,1,16860,2418804,155.952908,854.168,40794,16202024,3851805,691803,0,410.996771,2246.12,40794,10632805,3398003,529513,0,-1,-1,-1,-1,-1,-1,-1,207.797429,1138.13,40794,31328147,8643462,926801,0
pkustk14,30,1,151926,14836504,158.964985,870.653,28771,99603123,25330259,4410837,0,405.088477,2218.43,28771,65219759,22661847,3632336,1,-1,-1,-1,-1,-1,-1,-1,111.508291,610.415,60777,285598556,103161508,8864168,0
pkustk13,30,1,94893,6616827,164.147357,898.789,9555,43978419,11180248,2255718,0,402.992747,2205.76,9555,29022008,10651896,1895107,1,-1,-1,-1,-1,-1,-1,-1,88.142781,482.5,12654,173207413,66351946,5569515,0
pkustk02,30,500,10800,810000,168.126319,919.507,46197,2651684969,284025250,39861700,0,459.097707,2513.83,46197,1711139225,113885105,376506,1,-1,-1,-1,-1,-1,-1,-1,200.590003,1098.65,41623,5472090447,783790363,90376525,0
pkustk12,30,1,94653,7512317,162.296389,888.746,60755,52911352,11730052,2408397,0,408.017271,2234.46,60755,35596500,11641090,1918397,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk04,30,1,55590,4218660,162.465488,889.762,19200,29307448,6461618,1329579,0,406.276521,2224.89,19200,19535372,6382249,1047697,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk06,30,1,43164,2571768,171.785465,940.598,24750,16761346,4483742,830758,0,416.610276,2280.24,24750,10923672,4085996,607244,1,-1,-1,-1,-1,-1,-1,-1,176.113462,964.051,24750,35570190,14843350,1171356,0
pkustk03,30,1,63336,3130416,173.067997,947.917,47619,20297886,5512760,1017654,0,409.811429,2243.62,47619,13409319,4912425,796086,1,-1,-1,-1,-1,-1,-1,-1,209.276614,1145.65,47619,37262903,15753814,1346788,0
pkustk01,30,500,22044,979380,185.402929,1015.49,14703,3231107184,378562834,51917736,0,469.719060,2572.75,14703,2139229069,161054965,1935222,1,-1,-1,-1,-1,-1,-1,-1,138.457760,758.363,16240,8871536882,2905359943,265565801,0
pkustk05,30,1,37164,2205144,171.754083,940.139,50055,14475416,3761631,693573,0,418.064918,2288.48,50055,9593496,3302009,494474,1,-1,-1,-1,-1,-1,-1,-1,179.386097,981.751,50055,30728472,12688800,1051687,0
pkustk10,30,1,80676,4308984,171.789295,940.902,20880,27822164,7465183,1420804,0,409.492344,2242.51,20880,18186687,6966948,1097222,1,-1,-1,-1,-1,-1,-1,-1,230.347759,1261.34,20880,47098279,18963108,1488302,0
viscorocks,30,1,37762,1133641,198.979789,1086.7,43888,7247138,1347890,199766,0,481.593141,2636.37,43888,4831392,533698,28180,1,130.409827,714.202,43888,37227826,25475700,2882160,0,284.245370,1556.45,43888,11557539,3687246,169565,0
nlpkkt80,30,1,1062400,28192672,208.662989,1142.76,21639,180910168,56390439,8845382,0,449.074496,2459.46,21639,124078452,50127241,7285831,0,-1,-1,-1,-1,-1,-1,-1,285.693695,1564.08,21639,230709819,113660999,15594324,0
cfd1,30,1,70656,1825580,197.396626,1080.11,51272,12202710,3507917,548641,0,440.155610,2408.79,51272,8357573,2671107,362455,0,-1,-1,-1,-1,-1,-1,-1,302.349879,1655.75,51272,17165254,6924151,400102,0
cfd2,30,1,123440,3085406,196.637523,1077.01,35238,20199052,6098950,990051,0,428.142924,2344.5,35238,13807575,5209953,838802,0,-1,-1,-1,-1,-1,-1,-1,317.596908,1738.78,35238,27806300,11565805,860316,0
struct4,30,500,4350,237798,182.511552,999.364,60547,767299903,39438519,680,0,464.185391,2540.74,60547,498777970,27037713,101,1,324.778614,1778.86,60547,2279704376,140444165,629,0,271.214033,1485.06,60547,1448537469,42222199,814,0
3dtube,30,1,45330,3213618,164.632208,901.592,58259,20617381,5302076,1048035,0,405.750163,2222.24,58259,13665987,5112569,912483,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gearbox,30,1,153746,9080404,171.507602,939.266,27303,57787245,15502722,2983150,0,415.354910,2274.88,27303,37980349,14043092,2338512,1,-1,-1,-1,-1,-1,-1,-1,222.471053,1218.39,27303,105121168,40737724,2914031,0
struct3,30,1,53570,1173694,202.289474,1105.62,8757,7694477,1649893,244896,0,447.094614,2445.54,8757,5306567,770714,65965,2,257.490611,1409.19,8757,19686334,13253446,1043366,0,328.636433,1799.73,8757,11064677,3069309,104045,0
Sieber,30,10000,2290,14873,240.634342,1315.9,21352,985274817,10617728,57,0,413.973430,2262.23,21352,722688499,34790,116,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pivtol,30,1000000,102,306,336.992219,1845.67,3931,4505,492,209,0,355.906906,1948.66,3931,4142,308,189,0,860.197435,4659.56,3931,705,208,176,0,319.176360,1748.14,3931,1736,290,58,1
Kaufhold,30,5000,8765,42471,294.745658,1614.3,52241,1361332322,90050060,66,0,202.335285,1108.1,52241,1044501278,46818971,148,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Muu,30,500,7102,170134,217.989489,1193.9,16392,554606559,31136074,395,0,488.948938,2675.86,16392,366308783,22836815,103,1,328.177044,1797.43,16392,1371595140,89349980,45031,0,217.478971,1191,16392,1169468301,41520865,1312,0
Harvard500,30,100000,500,2636,235.531066,1288.64,10601,1136395799,667,199,0,399.546870,2181.23,10601,76757333,811,27,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tomography,30,5000,500,28726,175.786058,962.629,45740,817770857,40707538,66,0,460.249040,2517.85,45740,552434304,16512502,23,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TS,30,5000,2142,45262,221.576821,1213.36,53870,1314554907,61924601,97,0,502.963097,2753.89,53870,909922410,49638810,50,0,345.037470,1888.8,53870,1692976461,288073160,67,0,412.694983,2258.5,53870,1175404788,54317364,49,0
Kuu,30,500,7102,340200,188.364946,1031.7,54553,1120906836,56481085,1857,0,464.895304,2546.31,54553,720649467,38376441,383,1,295.473994,1618.36,54553,3312643125,217848770,3506,0,220.254243,1206.37,54553,2338826272,80774091,9987,0
Pd,30,10000,8081,13036,338.466831,1846.92,28047,1053736223,44089738,54,0,218.109352,1193.22,28047,959392506,115131,32,3,-1,-1,-1,-1,-1,-1,-1,145.878226,798.409,28047,2506533057,61952080,78,0
Trefethen_20000,30,500,20000,554466,219.230990,1200.77,63166,2199566143,115191224,80483,0,499.651058,2736.66,63166,1472493879,84670773,7188,0,1113.937766,6101.15,63166,1563248180,433831207,784,0,430.162949,2356.08,63166,2155773793,250392184,1226,0
Trefethen_700,30,10000,700,12654,227.172436,1242.41,50865,742283295,90198,155,0,505.929007,2694.61,50865,512910259,1709,10,0,1498.489052,6838.66,50865,225217205,459,126,1,426.831357,2310.45,50865,492228996,6656,81,0
Trefethen_500,30,10000,500,8478,230.349580,1259.39,8218,492743393,1631,16,0,519.910012,2659.64,8218,335275325,2412,10,0,1345.855459,7369.24,8218,144362544,362,23,1,429.360228,2351.65,8218,333758696,1019,10,0
Trefethen_20000b,30,500,19999,554435,217.944691,1193.73,55485,2205772999,119697083,2307898,0,499.360636,2735.07,55485,1484844788,89953922,2812,0,1070.750303,5864.53,55485,1563660923,383686289,1342,0,427.763546,2342.94,55485,2157520056,240078948,2540,0
Trefethen_20b,30,1000000,19,147,294.501611,1608.02,15541,1941,186,37,0,454.734683,2451.43,15541,394,173,8,0,265.484934,1454.04,15541,2253,189,41,0,365.924168,1987.77,15541,2414,261,148,0
Trefethen_20,30,1000000,20,158,289.721735,1584.3,27715,2897,230,52,0,478.579468,2610.56,27715,508,159,14,0,318.489922,1744.41,27715,3145,176,31,0,374.893847,2038.91,27715,2861,233,93,0
Trefethen_300,30,100000,300,4678,239.326221,1310.82,31196,2609007091,5586,201,0,508.031755,2778.26,31196,1622959282,1108,30,0,1445.096053,7808.66,31196,192364248,598,193,1,413.082368,2262.54,31196,1906053533,1237,77,0
Trefethen_150,30,100000,150,2040,242.757011,1329.59,20752,443492,918,60,0,492.798003,2678.54,20752,62287,450,9,0,1159.280503,6349.37,20752,6669,249,22,0,394.732167,2150.92,20752,30146936,423,25,0
Trefethen_200,30,100000,200,2890,241.761896,1323.72,54586,1115380798,924,152,0,505.256381,2763.4,54586,29728055,533,28,0,884.470963,4771.55,54586,23096,450,17,1,402.217687,2203.02,54586,406275615,555,33,0
Trefethen_200b,30,100000,199,2873,244.040139,1336.59,13382,1001888798,960,74,0,505.637891,2761.81,13382,25521887,466,13,0,1146.203692,6094.18,13382,21939,342,18,0,402.709434,2205.71,13382,401926201,1187,26,0
Trefethen_2000,30,5000,2000,41906,227.025411,1243.24,59665,1279352195,69861698,155,0,479.893854,2628.44,59665,893411173,41080304,15,1,1599.349790,8168.87,59665,407082626,9657851,15,0,428.533671,2339.7,59665,864728200,28393651,131,0
cavity19,30,500,4562,131735,202.976842,1111.73,51436,432756109,22623584,142,0,472.805371,2589.21,51436,284668935,15235596,71,1,-1,-1,-1,-1,-1,-1,-1,208.654086,1142.82,51436,1064597142,29793025,754,0
cavity03,30,10000,317,7311,212.118575,1153.56,26003,419994046,3377,29,0,467.204151,2433.11,26003,282551476,1218,9,2,135.182656,738.188,26003,990438710,56150808,69,1,167.740677,918.731,26003,739260241,44457,127,0
cavity26,30,500,4562,138040,203.881975,1116.68,3284,453097888,23918050,139,0,473.898422,2595.3,3284,297852532,15840570,97,1,-1,-1,-1,-1,-1,-1,-1,218.664989,1197.65,3284,1065742661,29449149,148,0
cavity09,30,5000,1182,32702,202.901135,1111.03,7820,943426657,35914566,392,0,466.416782,2551.76,7820,647685735,19826166,27,2,167.813470,919.143,7820,2287662045,414575388,100,1,200.047149,1095.69,7820,1482475886,78555697,45,0
cavity14,30,1000,2597,76258,204.764315,1121.49,51776,497568493,26734607,45,0,466.700687,2542.11,51776,321964921,17571294,24,2,153.971549,843.235,51776,982164578,160415508,817,0,212.302045,1162.12,51776,1099595502,33269086,99,0
cavity12,30,1000,2597,76258,204.390676,1119.29,21534,497771186,26671773,180,0,467.047048,2543.49,21534,322042955,17798007,63,2,156.398557,856.611,21534,974091997,176293381,150,0,213.564400,1169.71,21534,1100879891,33123408,55,0
cavity07,30,5000,1182,32702,202.528405,1109.03,5831,943253012,46606512,155,0,470.980089,2579.61,5831,647647598,26518167,41,2,166.791018,913.189,5831,2286412394,420399824,140,1,198.986900,1089.23,5831,1479605470,78432940,39,0
cavity05,30,5000,1182,32632,205.366214,1124.51,48387,941316093,38930082,43,0,466.819887,2553.91,48387,646071754,21080989,19,2,165.503710,906.491,48387,2316418299,424826482,136,1,201.663416,1104.51,48387,1483761748,77024480,208,0
cavity10,30,1000,2597,76171,204.465100,1119.74,9010,498283880,26723994,161,0,467.693604,2551.23,9010,322213340,17257037,37,2,156.479848,857.017,9010,1168470347,193197432,227,0,212.340012,1162.38,9010,1100179280,31922712,70,0
cavity23,30,500,4562,131735,202.932759,1111.49,33482,432801943,22451815,182,0,471.539259,2582.24,33482,285335904,14830768,66,1,-1,-1,-1,-1,-1,-1,-1,208.420416,1141.51,33482,1064297871,29313410,511,0
cavity18,30,500,4562,138040,203.874424,1116.63,7879,453051182,23777560,86,0,475.355770,2603.5,7879,298193804,15237759,56,1,-1,-1,-1,-1,-1,-1,-1,218.509201,1196.77,7879,1064913590,28786944,194,0
cavity06,30,5000,1182,29675,200.029538,1095.08,26576,863315589,35823025,43,0,463.748063,2529.7,26576,590791655,18764689,14,2,151.740115,831.11,26576,2309956979,413649390,471,1,180.895333,990.467,26576,1485117038,75436641,52,0
cavity21,30,500,4562,131735,202.971555,1111.7,41397,432751533,22529182,68,0,473.771805,2594.48,41397,285265053,14746290,52,1,-1,-1,-1,-1,-1,-1,-1,208.611433,1142.59,41397,1063697988,31282451,229,0
cavity25,30,500,4562,131735,202.937288,1111.52,31527,432764938,22453631,81,0,474.115458,2596.69,31527,284954699,15109446,170,1,-1,-1,-1,-1,-1,-1,-1,208.404565,1141.45,31527,1064052481,31654463,350,0
cavity16,30,500,4562,137887,203.980500,1117.23,12616,453040158,23612671,157,0,473.421588,2592.91,12616,297410756,16313779,125,2,-1,-1,-1,-1,-1,-1,-1,217.243713,1189.86,12616,1063496909,41399587,245,0
cavity11,30,1000,2597,71601,202.625761,1109.25,50733,468669007,24374224,44,0,471.342790,2581.55,50733,303288727,17467290,23,2,143.939742,788.365,50733,982381445,188719835,194,0,199.425330,1091.64,50733,1101270609,31997913,47,0
cavity02,30,10000,317,5923,208.646893,1133.37,30880,337228404,1535,28,0,479.350268,2368.47,30880,224536796,647,10,2,143.232491,779.616,30880,995864246,96980554,259,1,133.845397,728.873,30880,739109468,34052,23,0
cavity20,30,500,4562,138040,204.028879,1117.49,37131,452994554,23905974,173,0,473.855053,2594.97,37131,297862997,15633776,62,1,-1,-1,-1,-1,-1,-1,-1,218.212877,1195.16,37131,1065136194,31003236,1223,0
cavity04,30,10000,317,5923,209.354771,1144.29,10508,336318598,1084,33,0,472.514283,2341.71,10508,226416558,733,4,2,140.705081,769.178,10508,993195119,69568044,35,1,134.087741,730.867,10508,738382371,43721,20,0
cavity13,30,1000,2597,71601,202.801325,1110.41,15617,469011653,24657846,151,0,466.717444,2536.96,15617,303171641,17399958,42,2,145.390271,796.084,15617,980912534,191412964,951,0,200.175725,1096.38,15617,1100404731,34177047,172,0
cavity08,30,5000,1182,29675,200.293626,1096.76,2739,863389991,42679983,117,0,462.061359,2521.2,2739,590950265,26947875,54,2,149.441541,818.435,2739,2313304923,409177141,352,1,180.783351,990.135,2739,1480717090,84562074,47,0
cavity01,30,10000,317,7280,214.217291,1172.12,63999,420058244,1548,19,0,465.196201,2385.04,63999,281474863,1022,7,3,125.134336,684.014,63999,995549571,61287204,24,1,164.571875,896.568,63999,739348967,51507,11,0
cavity15,30,1000,2597,71601,203.721794,1115.81,7977,468710243,24518094,40,0,467.986014,2558.44,7977,303180110,17510306,25,2,146.106933,800.196,7977,978366202,191408743,10644,0,199.330329,1091.06,7977,1100134843,32291512,70,0
cavity17,30,500,4562,131735,202.950479,1111.58,2814,432497666,22315236,94,0,473.932296,2595.73,2814,285047687,15226471,60,1,-1,-1,-1,-1,-1,-1,-1,208.252922,1140.61,2814,1064727178,31618034,643,0
cavity24,30,500,4562,138040,203.984349,1117.24,3432,453164943,23606589,82,0,474.780297,2600.38,3432,297829160,16783214,52,1,-1,-1,-1,-1,-1,-1,-1,218.332585,1195.83,3432,1064547855,31519437,1934,0
cavity22,30,500,4562,138040,203.876260,1116.66,49710,453167664,23662644,81,0,474.390969,2598.27,49710,297887697,16661753,57,1,-1,-1,-1,-1,-1,-1,-1,218.281285,1195.55,49710,1065055436,31176323,211,0
Ill_Stokes,30,500,20896,191368,258.848596,1417.75,26195,1794503768,52299400,306,0,374.156733,2049.28,26195,1501975147,50616639,220,3,-1,-1,-1,-1,-1,-1,-1,327.674587,1794.7,26195,964958421,136976674,295,0
PGPgiantcompo,30,5000,10680,48632,233.873887,1280.94,3717,3151165845,116046109,46,0,193.029867,1057.26,3717,2590432040,45438431,51,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
celegans_metabolic,30,100000,453,4065,229.278266,1255.44,62034,2328536864,7022,193,0,424.284303,2319.67,62034,1256152915,1454,39,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
email,30,10000,1133,10902,232.861022,1273.99,18415,628079748,13585,198,0,367.034058,2001.71,18415,439499742,3022,65,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jazz,30,10000,198,5484,196.492855,1075.38,32208,312524173,4509,43,0,488.769950,2338.58,32208,210969958,1553,8,2,-1,-1,-1,-1,-1,-1,-1,123.141007,674.463,32208,743129285,9613074,34,0
offshore,30,1,259789,4242673,184.418053,1009.74,3745,44567544,13926552,2586855,0,302.464745,1654.64,3745,34759857,11261418,2299408,5,-1,-1,-1,-1,-1,-1,-1,177.128196,970.049,3745,77116865,31784469,2163683,0
2cubes_sphere,30,1,101492,1647264,202.818394,1110.43,41124,13738196,3981282,517381,0,357.810605,1958.66,41124,10014604,2694391,276822,4,-1,-1,-1,-1,-1,-1,-1,190.525341,1043.42,41124,26134373,10007401,642732,0
ABACUS_shell_ud,30,500,23412,218484,273.600719,1498.53,60655,734666058,42574757,464,0,452.082320,2476.05,60655,497879309,33361124,340,0,-1,-1,-1,-1,-1,-1,-1,262.377621,1437.07,60655,1278549271,276533574,579,0
epb3,30,500,84617,463625,235.167123,1288.05,17198,1629770784,95543211,1743635,0,346.706924,1898.96,17198,1163342616,66817896,587220,0,444.184877,2432.86,17198,2622982278,1660818763,3195,0,385.451188,2111.18,17198,1941378353,384336395,1161,0
epb0,30,10000,1794,7764,299.904484,1637.51,7713,519918688,27870,38,0,411.341353,2151.28,7713,398990991,841,12,0,-1,-1,-1,-1,-1,-1,-1,178.665184,974.8,7713,809760572,114588,36,0
epb1,30,1000,14734,95053,299.398367,1639.51,7373,644510931,42388765,228,0,417.066319,2282.43,7373,451011644,28898226,225,0,688.052277,3768.51,7373,909688983,56136508,50,0,410.945573,2249.59,7373,785601440,62535320,148,0
epb2,30,500,25228,175027,279.220324,1529.31,54861,594770467,37135882,288,0,420.776183,2304.59,54861,411528517,28050950,248,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
xenon1,30,1,48600,1181120,213.236069,1167.85,28672,7825902,1766771,232716,0,472.792193,2587.15,28672,5397573,977151,70424,0,-1,-1,-1,-1,-1,-1,-1,353.067573,1932.88,28672,10330695,2946108,72754,0
xenon2,30,1,157464,3866688,195.413687,1070.28,32768,25583530,7939803,1326905,0,421.671200,2309.21,32768,17511408,6828962,1084708,0,-1,-1,-1,-1,-1,-1,-1,327.701825,1794.84,32768,33475218,14326540,794712,0
water_tank,30,1,60740,2035281,188.128872,1030.41,11946,13078530,3793199,618755,0,428.080207,2343.85,11946,8717446,3141365,469177,1,-1,-1,-1,-1,-1,-1,-1,202.137715,1106.89,11946,28141690,10880224,747048,0
barth4,30,5000,6019,23492,321.402812,1759.96,14076,805237952,51828185,37,0,305.754974,1663.97,14076,635968631,38546547,20,3,-1,-1,-1,-1,-1,-1,-1,176.354422,965.546,14076,1861707209,56367425,200,0
nasa1824,30,5000,1824,39208,221.428944,1212.56,47942,1138967116,52220815,49,0,457.827810,2499.44,47942,787329425,42899789,17,2,-1,-1,-1,-1,-1,-1,-1,231.194748,1266.19,47942,1606427233,92882145,45,0
skirt,30,500,12598,196520,232.802400,1274.15,22826,652570848,36237046,95,0,414.798851,2259.4,22826,435274913,24322973,544,4,-1,-1,-1,-1,-1,-1,-1,205.947756,1126.96,22826,1461016453,80268144,400,0
barth,30,5000,6691,26439,305.424299,1669.81,44929,1314530818,37466606,95,0,201.753895,1103.03,44929,1024306562,24234590,23,12,-1,-1,-1,-1,-1,-1,-1,177.442870,971.157,44929,2467499726,75294099,54,0
nasa2910,30,500,2910,174296,180.016991,985.974,40774,561588328,28921453,477,0,462.325542,2530.09,40774,364405540,19485048,43,1,-1,-1,-1,-1,-1,-1,-1,153.403336,840.212,40774,1707599217,56457156,442,0
shuttle_eddy,30,500,10429,103599,270.052653,1471.86,25722,349007015,22053753,50,0,485.725242,2446.87,25722,238609074,17998563,19,0,-1,-1,-1,-1,-1,-1,-1,165.507780,905.373,25722,785106706,30098661,121,0
pwt,30,500,36519,326107,277.143393,1517.77,62673,1149103541,79100249,642,0,444.211750,2432.03,62673,801014101,68638387,1356,0,-1,-1,-1,-1,-1,-1,-1,244.382665,1338.53,62673,1902030828,350265003,1444,0
nasa4704,30,500,4704,104756,222.744899,1219.21,47345,342253782,18481675,58,0,475.644874,2532.57,47345,227669669,12786848,28,1,-1,-1,-1,-1,-1,-1,-1,236.535129,1290.58,47345,716885512,20535701,214,0
barth5,30,1000,15606,61484,322.211279,1754.68,60688,458152579,51567229,36,0,238.228647,1293.98,60688,349797127,28068254,20,8,-1,-1,-1,-1,-1,-1,-1,213.878737,1164.69,60688,855801921,86231762,55,0
nasasrb,30,1,54870,2677324,178.277562,976.454,50346,16968970,4640964,834080,0,423.239057,2314.66,50346,11220212,3985566,614253,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nasa2146,30,1000,2146,72250,207.343909,1135.25,46399,467934678,24372850,53,0,519.737310,2746.1,46399,299705393,17104241,38,0,999.249215,4965.36,46399,182495036,28896186,25,0,421.939977,2259.54,46399,381765952,15948397,22,0
power,30,10000,4941,13188,314.932226,1719.59,11005,970841739,43402117,13,0,145.535107,796.673,11005,810558749,8688743,31,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cond-mat-2003,30,500,31163,240058,223.241617,1222.73,59816,2113579046,142638536,246,0,259.833453,1423.14,59816,1800679776,107294102,198,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
hep-th,30,5000,8361,31502,260.578272,1426.34,49921,1873125275,66091968,49,0,182.598622,1000.12,49921,1548267641,32307498,107,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
astro-ph,30,500,16706,242502,200.040213,1095.63,39555,1703206776,59489249,476,0,348.144586,1906.65,39555,1341339776,49856592,507,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
football,30,100000,115,1226,271.695754,1487,10234,57630,395,236,0,455.612903,2478.58,10234,15234,272,48,1,-1,-1,-1,-1,-1,-1,-1,380.875284,2059.51,10234,29898,366,23,0
celegansneural,30,100000,297,2345,251.919076,1378.88,18288,414254808,743,209,0,449.677564,2461.92,18288,9482473,492,39,0,-1,-1,-1,-1,-1,-1,-1,90.850249,497.514,18288,4332715992,18254,89,0
lesmis,30,100000,77,508,242.550036,1320.87,43124,3307,311,221,0,477.200119,2261.16,43124,1113,146,14,0,-1,-1,-1,-1,-1,-1,-1,77.074109,420.978,43124,77196258,495,44,1
adjnoun,30,100000,112,850,249.874741,1363.15,58252,18447,250,18,0,463.861007,2395.24,58252,4183,195,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
polblogs,30,10000,1490,19025,196.542098,1076.23,62857,1112275434,13030775,86,0,399.879240,2181.76,62857,777775097,29227,29,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
as-22july06,30,1000,22963,96872,215.199892,1177.11,41388,1420656929,95929807,228,0,190.476839,1042.82,41388,1203676723,88939030,60,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cond-mat,30,1000,16726,95188,247.305100,1353.49,37778,1434895213,67555967,53,0,223.484474,1222.35,37778,1201707781,28248610,204,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dolphins,30,1000000,62,318,280.451654,1535.87,39221,11630,480,215,0,422.450982,2307.89,39221,2049,171,48,0,-1,-1,-1,-1,-1,-1,-1,177.119043,970.112,39221,9792,347,186,1
